Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
20210608T1400_CBASS_US_MoteIn_Past_9_30_420_RNASeq_2kenkel	14378515.0	298.0	9801166.0	68.17	274.02	3795.0	0.0	3659.0	114.0	22.0	0.0	0.29	0.03	1.14	0.04	1.12	338650.0	2.36	713.0	0.0	2.73	26.75	0.0	392459	3845527	0
20210608T1400_CBASS_US_MoteIn_Past_9_30_750_RNASeq_2kenkel	15949853.0	298.0	11984282.0	75.14	275.06	3058.0	0.0	2943.0	93.0	22.0	0.0	0.26	0.03	1.11	0.04	1.1	364234.0	2.28	900.0	0.01	2.08	20.49	0.0	331808	3268629	0
20210608T1400_CBASS_US_MoteIn_Past_9_34_1140_RNASeq_2kenkel	21746642.0	298.0	15492546.0	71.24	273.7	5690.0	0.0	5545.0	103.0	42.0	0.0	0.28	0.03	1.15	0.04	1.12	498668.0	2.29	707.0	0.0	2.43	24.03	0.0	528495	5226226	0
20210608T1400_CBASS_US_MoteIn_Past_9_34_180_RNASeq_2kenkel	17610455.0	282.0	10943174.0	62.14	258.84	7811.0	0.0	7608.0	185.0	18.0	0.0	0.32	0.04	1.17	0.05	1.15	626982.0	3.56	1936.0	0.01	4.15	30.14	0.0	730802	5307561	0
20210608T1400_CBASS_US_MoteIn_Past_9_34_360_RNASeq_2kenkel	18891686.0	298.0	12656116.0	66.99	271.72	7047.0	0.0	6837.0	188.0	22.0	0.0	0.33	0.04	1.14	0.05	1.14	322375.0	1.71	467.0	0.0	3.33	27.96	0.0	629255	5283473	0
20210608T1400_CBASS_US_MoteIn_Past_9_34_420_RNASeq_2kenkel	17031853.0	297.0	9781133.0	57.43	271.83	7293.0	0.0	6997.0	234.0	62.0	0.0	0.37	0.04	1.23	0.05	1.21	284379.0	1.67	1480.0	0.01	3.76	37.13	0.0	640447	6324414	0
20210608T1400_CBASS_US_MoteIn_Past_9_34_750_RNASeq_2kenkel	18110358.0	298.0	12566131.0	69.39	274.52	4933.0	0.0	4728.0	176.0	29.0	0.0	0.29	0.03	1.13	0.04	1.11	378214.0	2.09	220.0	0.0	2.88	25.64	0.0	521651	4644142	0
20210608T1400_CBASS_US_MoteIn_Past_9_37_1140_RNASeq_2kenkel	19345166.0	296.0	11309288.0	58.46	270.75	10827.0	0.0	10655.0	162.0	10.0	0.0	0.33	0.03	1.12	0.04	1.09	380830.0	1.97	1695.0	0.01	5.05	34.51	0.0	976983	6676370	0
20210608T1400_CBASS_US_MoteIn_Past_9_37_180_RNASeq_2kenkel	17478240.0	290.0	12746510.0	72.93	268.05	7127.0	0.0	6940.0	164.0	23.0	0.0	0.27	0.03	1.1	0.04	1.08	561360.0	3.21	846.0	0.0	3.17	20.69	0.0	553956	3615568	0
20210608T1400_CBASS_US_MoteIn_Past_9_37_360_RNASeq_2kenkel	17728115.0	298.0	11718609.0	66.1	268.52	14507.0	0.0	14175.0	304.0	28.0	0.0	0.32	0.03	1.16	0.05	1.1	339646.0	1.92	3783.0	0.02	3.94	28.01	0.0	698727	4967350	0
20210608T1400_CBASS_US_MoteIn_Past_9_37_420_RNASeq_2kenkel	13321946.0	297.0	6819639.0	51.19	264.56	13577.0	0.0	13196.0	363.0	18.0	0.0	0.43	0.04	1.21	0.06	1.14	217837.0	1.64	2998.0	0.02	6.99	40.16	0.0	931230	5350242	0
20210608T1400_CBASS_US_MoteIn_Past_9_37_750_RNASeq_2kenkel	20346457.0	298.0	9901026.0	48.66	264.31	24289.0	0.0	23580.0	673.0	36.0	0.0	0.47	0.05	1.24	0.07	1.17	268312.0	1.32	1157.0	0.01	6.6	43.41	0.0	1342958	8833004	0
20210608T1400_CBASS_US_MoteIn_Past_9_39_1140_RNASeq_2kenkel	19824934.0	234.0	2967629.0	14.97	45.64	242.0	0.0	206.0	36.0	0.0	0.0	1.31	0.0	1.02	0.0	1.02	1854023.0	9.35	849.0	0.0	21.76	53.91	0.0	4314166	10688267	0
20210608T1400_CBASS_US_MoteIn_Past_9_39_180_RNASeq_2kenkel	20474542.0	196.0	9892611.0	48.32	162.45	9332.0	0.0	9239.0	93.0	0.0	0.0	0.31	0.03	1.16	0.04	1.11	3200632.0	15.63	3187.0	0.02	6.6	29.44	0.0	1351153	6026959	0
20210608T1400_CBASS_US_MoteIn_Past_9_39_360_RNASeq_2kenkel	15241762.0	297.0	619427.0	4.06	205.78	3370.0	0.0	3369.0	1.0	0.0	0.0	1.2	0.03	1.45	0.05	1.18	34034.0	0.22	392.0	0.0	7.22	88.48	0.0	1100572	13487337	0
20210608T1400_CBASS_US_MoteIn_Past_9_39_420_RNASeq_2kenkel	8964352.0	285.0	308380.0	3.44	101.21	1024.0	0.0	1024.0	0.0	0.0	0.0	1.09	0.03	1.2	0.04	1.17	129176.0	1.44	101.0	0.0	9.41	85.71	0.0	843526	7683169	0
20210608T1400_CBASS_US_MoteIn_Past_9_39_750_RNASeq_2kenkel	19635925.0	297.0	582279.0	2.97	249.37	2262.0	0.0	2054.0	208.0	0.0	0.0	0.69	0.05	1.48	0.08	1.16	21917.0	0.11	544.0	0.0	2.94	93.98	0.0	577298	18453887	0
20210608T1400_CBASS_US_MoteIn_Past_9_T0_0_RNASeq_2kenkel	20652251.0	294.0	10458144.0	50.64	267.4	15775.0	0.0	15547.0	186.0	42.0	0.0	0.39	0.05	1.26	0.05	1.24	414338.0	2.01	1496.0	0.01	4.33	43.02	0.0	894191	8884082	0
20210608T1400_CBASS_US_MoteIn_Past_9_only_seq_RNASeq_2kenkel	16631475.0	295.0	11194611.0	67.31	266.57	4665.0	0.0	4522.0	112.0	31.0	0.0	0.32	0.04	1.11	0.04	1.13	353254.0	2.12	590.0	0.0	3.31	27.25	0.0	550550	4532470	0
20210610T1400_CBASS_US_MoteOff_Past_1_30_1140_RNASeq_2kenkel	21792183.0	270.0	13491807.0	61.91	252.78	2043.0	0.0	1944.0	99.0	0.0	0.0	0.25	0.03	1.11	0.05	1.08	1135031.0	5.21	1085.0	0.0	2.62	30.26	0.0	570875	6593385	0
20210610T1400_CBASS_US_MoteOff_Past_1_30_180_RNASeq_2kenkel	13805031.0	297.0	10566978.0	76.54	275.63	4320.0	0.0	4083.0	193.0	44.0	0.0	0.27	0.03	1.14	0.05	1.1	247429.0	1.79	1281.0	0.01	2.15	19.51	0.0	296726	2692617	0
20210610T1400_CBASS_US_MoteOff_Past_1_30_360_RNASeq_2kenkel	22662798.0	273.0	11377562.0	50.2	250.93	3870.0	0.0	3471.0	399.0	0.0	0.0	0.25	0.03	1.14	0.05	1.09	983572.0	4.34	697.0	0.0	3.95	41.5	0.0	895244	9405723	0
20210610T1400_CBASS_US_MoteOff_Past_1_30_420_RNASeq_2kenkel	10659639.0	296.0	6871845.0	64.47	276.24	1319.0	0.0	1319.0	0.0	0.0	0.0	0.26	0.03	1.08	0.05	1.08	194366.0	1.82	456.0	0.0	2.27	31.44	0.0	241947	3351025	0
20210610T1400_CBASS_US_MoteOff_Past_1_30_750_RNASeq_2kenkel	21945519.0	252.0	8907429.0	40.59	219.48	1378.0	0.0	1373.0	5.0	0.0	0.0	0.23	0.02	1.09	0.05	1.07	1648468.0	7.51	2288.0	0.01	3.98	47.91	0.0	873417	10513917	0
20210610T1400_CBASS_US_MoteOff_Past_1_34_1140_RNASeq_2kenkel	22984834.0	289.0	17525201.0	76.25	269.24	5503.0	0.0	5147.0	333.0	23.0	0.0	0.26	0.03	1.12	0.05	1.11	668587.0	2.91	822.0	0.0	2.66	18.18	0.0	611420	4178804	0
20210610T1400_CBASS_US_MoteOff_Past_1_34_180_RNASeq_2kenkel	15609334.0	288.0	10612140.0	67.99	270.45	3543.0	0.0	3542.0	1.0	0.0	0.0	0.24	0.03	1.1	0.04	1.07	423502.0	2.71	1456.0	0.01	2.69	26.61	0.0	419772	4152464	0
20210610T1400_CBASS_US_MoteOff_Past_1_34_360_RNASeq_2kenkel	18578119.0	269.0	6332502.0	34.09	235.24	829.0	0.0	749.0	80.0	0.0	0.0	0.24	0.03	1.12	0.05	1.07	831422.0	4.48	561.0	0.0	3.1	58.34	0.0	575883	10837751	0
20210610T1400_CBASS_US_MoteOff_Past_1_34_420_RNASeq_2kenkel	22627698.0	295.0	3267997.0	14.44	267.06	43.0	0.0	43.0	0.0	0.0	0.0	0.28	0.02	1.13	0.05	1.07	132255.0	0.58	119.0	0.0	4.88	80.09	0.0	1104265	18123062	0
20210610T1400_CBASS_US_MoteOff_Past_1_34_750_RNASeq_2kenkel	16340463.0	285.0	11846692.0	72.5	269.22	1544.0	0.0	1480.0	64.0	0.0	0.0	0.27	0.03	1.1	0.05	1.07	598407.0	3.66	524.0	0.0	3.0	20.83	0.0	490328	3404512	0
20210610T1400_CBASS_US_MoteOff_Past_1_37_1140_RNASeq_2kenkel	14990154.0	272.0	8050464.0	53.71	242.82	17514.0	0.0	17009.0	497.0	8.0	0.0	0.42	0.04	1.17	0.06	1.16	745497.0	4.97	2768.0	0.02	5.9	35.4	0.0	884489	5306936	0
20210610T1400_CBASS_US_MoteOff_Past_1_37_180_RNASeq_2kenkel	20726039.0	270.0	10869459.0	52.44	245.36	4097.0	0.0	4095.0	2.0	0.0	0.0	0.3	0.03	1.12	0.05	1.07	1088655.0	5.25	2249.0	0.01	9.08	33.21	0.0	1882060	6883616	0
20210610T1400_CBASS_US_MoteOff_Past_1_37_360_RNASeq_2kenkel	13526180.0	289.0	7041787.0	52.06	267.9	3056.0	0.0	2987.0	69.0	0.0	0.0	0.26	0.02	1.11	0.05	1.08	318454.0	2.35	369.0	0.0	3.53	42.05	0.0	477500	5688070	0
20210610T1400_CBASS_US_MoteOff_Past_1_37_420_RNASeq_2kenkel	17553743.0	297.0	10886589.0	62.02	271.97	16707.0	0.0	16458.0	225.0	24.0	0.0	0.32	0.03	1.13	0.05	1.1	265644.0	1.51	1669.0	0.01	3.5	32.96	0.0	614357	5785484	0
20210610T1400_CBASS_US_MoteOff_Past_1_37_750_RNASeq_2kenkel	16834804.0	291.0	10367811.0	61.59	265.18	17383.0	0.0	16914.0	440.0	29.0	0.0	0.35	0.03	1.15	0.05	1.12	447242.0	2.66	3797.0	0.02	4.2	31.53	0.0	707165	5308789	0
20210610T1400_CBASS_US_MoteOff_Past_1_39_1140_RNASeq_2kenkel	16301606.0	242.0	5431322.0	33.32	176.12	23939.0	0.0	23613.0	303.0	23.0	0.0	0.53	0.04	1.24	0.06	1.17	1402331.0	8.6	2875.0	0.02	8.89	49.18	0.0	1449019	8016059	0
20210610T1400_CBASS_US_MoteOff_Past_1_39_180_RNASeq_2kenkel	15036657.0	285.0	10654915.0	70.86	264.87	13768.0	0.0	13690.0	78.0	0.0	0.0	0.27	0.03	1.12	0.05	1.08	416141.0	2.77	786.0	0.01	3.29	23.07	0.0	494850	3469965	0
20210610T1400_CBASS_US_MoteOff_Past_1_39_360_RNASeq_2kenkel	13159193.0	296.0	5953158.0	45.24	264.42	57021.0	0.0	56640.0	380.0	1.0	0.0	0.47	0.04	1.24	0.06	1.17	160303.0	1.22	3139.0	0.02	6.99	46.52	0.0	919972	6122621	0
20210610T1400_CBASS_US_MoteOff_Past_1_39_420_RNASeq_2kenkel	15469588.0	295.0	7800787.0	50.43	265.05	56160.0	0.0	55570.0	550.0	40.0	0.0	0.49	0.04	1.27	0.06	1.18	262708.0	1.7	8860.0	0.06	6.34	41.47	0.01	980729	6414957	1547
20210610T1400_CBASS_US_MoteOff_Past_1_39_750_RNASeq_2kenkel	28631463.0	213.0	8907017.0	31.11	133.4	38176.0	0.0	38174.0	2.0	0.0	0.0	0.46	0.03	1.35	0.05	1.19	3615512.0	12.63	6050.0	0.02	10.37	45.87	0.0	2969184	13133700	0
20210610T1400_CBASS_US_MoteOff_Past_1_T0_0_RNASeq_2kenkel	16768083.0	294.0	11905015.0	71.0	273.61	4018.0	0.0	3853.0	109.0	56.0	0.0	0.25	0.03	1.14	0.05	1.09	299995.0	1.79	522.0	0.0	2.3	24.91	0.0	385662	4176889	0
20210610T1400_CBASS_US_MoteOff_Past_1_only_seq_RNASeq_2kenkel	19504136.0	292.0	6783723.0	34.78	267.18	2707.0	0.0	2676.0	8.0	23.0	0.0	0.28	0.03	1.14	0.05	1.08	355759.0	1.82	648.0	0.0	1.76	61.63	0.0	343282	12020724	0
20210610T1400_CBASS_US_MoteOff_Past_2_30_1140_RNASeq_2kenkel	21061456.0	294.0	14850718.0	70.51	269.94	7034.0	0.0	6519.0	492.0	23.0	0.0	0.3	0.04	1.16	0.06	1.14	413464.0	1.96	2211.0	0.01	3.17	24.34	0.0	667770	5127293	0
20210610T1400_CBASS_US_MoteOff_Past_2_30_180_RNASeq_2kenkel	18719604.0	297.0	11674608.0	62.37	272.51	10163.0	0.0	9812.0	318.0	33.0	0.0	0.34	0.04	1.23	0.06	1.17	286218.0	1.53	6412.0	0.03	3.59	32.48	0.01	671868	6078627	1871
20210610T1400_CBASS_US_MoteOff_Past_2_30_360_RNASeq_2kenkel	18351108.0	280.0	9814893.0	53.48	259.61	3331.0	0.0	3115.0	216.0	0.0	0.0	0.28	0.03	1.23	0.05	1.13	606610.0	3.31	3717.0	0.02	3.51	39.67	0.01	644128	7279925	1835
20210610T1400_CBASS_US_MoteOff_Past_2_30_420_RNASeq_2kenkel	17231478.0	298.0	12614109.0	73.2	276.32	1638.0	0.0	1494.0	128.0	16.0	0.0	0.24	0.03	1.11	0.05	1.07	246646.0	1.43	288.0	0.0	1.74	23.63	0.0	299746	4070689	0
20210610T1400_CBASS_US_MoteOff_Past_2_30_750_RNASeq_2kenkel	20657961.0	292.0	13324312.0	64.5	270.8	5077.0	0.0	4812.0	250.0	15.0	0.0	0.29	0.04	1.17	0.05	1.12	430392.0	2.08	3166.0	0.02	2.51	30.89	0.0	518540	6381551	0
20210610T1400_CBASS_US_MoteOff_Past_2_34_1140_RNASeq_2kenkel	15401067.0	278.0	11173408.0	72.55	258.77	2867.0	0.0	2699.0	156.0	12.0	0.0	0.31	0.03	1.15	0.05	1.11	627421.0	4.07	1427.0	0.01	3.52	19.85	0.0	542055	3056756	0
20210610T1400_CBASS_US_MoteOff_Past_2_34_180_RNASeq_2kenkel	16969560.0	296.0	11484675.0	67.68	273.13	11742.0	0.0	11414.0	300.0	28.0	0.0	0.33	0.04	1.25	0.05	1.15	277101.0	1.63	7173.0	0.04	3.48	27.16	0.01	590477	4608437	1697
20210610T1400_CBASS_US_MoteOff_Past_2_34_360_RNASeq_2kenkel	20981448.0	267.0	9865689.0	47.02	243.33	1738.0	0.0	1684.0	54.0	0.0	0.0	0.22	0.03	1.12	0.05	1.07	1048148.0	5.0	976.0	0.0	3.44	44.54	0.0	721743	9344892	0
20210610T1400_CBASS_US_MoteOff_Past_2_34_420_RNASeq_2kenkel	18603161.0	298.0	12803027.0	68.82	274.04	3221.0	0.0	2983.0	193.0	45.0	0.0	0.26	0.03	1.13	0.05	1.09	239553.0	1.29	1498.0	0.01	2.21	27.68	0.0	411026	5148057	0
20210610T1400_CBASS_US_MoteOff_Past_2_34_750_RNASeq_2kenkel	15668703.0	297.0	11724971.0	74.83	273.4	4253.0	0.0	4003.0	234.0	16.0	0.0	0.28	0.03	1.14	0.05	1.11	259129.0	1.65	1076.0	0.01	2.62	20.89	0.0	410499	3273028	0
20210610T1400_CBASS_US_MoteOff_Past_2_37_1140_RNASeq_2kenkel	13953341.0	278.0	8094762.0	58.01	251.35	18586.0	0.0	18065.0	519.0	2.0	0.0	0.42	0.04	1.42	0.06	1.13	567578.0	4.07	2845.0	0.02	5.32	32.57	0.0	742491	4545665	0
20210610T1400_CBASS_US_MoteOff_Past_2_37_180_RNASeq_2kenkel	17701631.0	280.0	11443395.0	64.65	260.41	3485.0	0.0	3484.0	1.0	0.0	0.0	0.25	0.03	1.18	0.05	1.07	666768.0	3.77	3277.0	0.02	4.41	27.16	0.0	780612	4807579	0
20210610T1400_CBASS_US_MoteOff_Past_2_37_360_RNASeq_2kenkel	12824909.0	297.0	9564011.0	74.57	273.66	5377.0	0.0	5184.0	193.0	0.0	0.0	0.25	0.03	1.17	0.05	1.08	185748.0	1.45	648.0	0.01	2.55	21.42	0.0	327075	2747427	0
20210610T1400_CBASS_US_MoteOff_Past_2_37_420_RNASeq_2kenkel	15337004.0	297.0	9002675.0	58.7	273.79	10249.0	0.0	10178.0	71.0	0.0	0.0	0.28	0.03	1.23	0.06	1.09	192825.0	1.26	1819.0	0.01	2.83	37.21	0.0	433949	5705736	0
20210610T1400_CBASS_US_MoteOff_Past_2_37_750_RNASeq_2kenkel	24936919.0	282.0	16196463.0	64.95	261.9	17119.0	0.0	16732.0	387.0	0.0	0.0	0.28	0.03	1.23	0.05	1.09	913229.0	3.66	2807.0	0.01	3.59	27.79	0.0	895146	6929274	0
20210610T1400_CBASS_US_MoteOff_Past_2_39_1140_RNASeq_2kenkel	16292462.0	253.0	4775809.0	29.31	186.24	22826.0	0.0	22440.0	345.0	41.0	0.0	0.6	0.09	2.73	0.08	1.12	1140412.0	7.0	4219.0	0.03	7.46	56.2	0.0	1215446	9156576	0
20210610T1400_CBASS_US_MoteOff_Past_2_39_180_RNASeq_2kenkel	19972379.0	266.0	14589754.0	73.05	240.3	12614.0	0.0	12456.0	143.0	15.0	0.0	0.33	0.03	1.17	0.05	1.09	604182.0	3.03	2146.0	0.01	3.42	20.5	0.0	682899	4093398	0
20210610T1400_CBASS_US_MoteOff_Past_2_39_360_RNASeq_2kenkel	14446567.0	295.0	7689889.0	53.23	270.92	21649.0	0.0	20825.0	824.0	0.0	0.0	0.37	0.04	1.54	0.06	1.09	215564.0	1.49	4167.0	0.03	5.95	39.3	0.0	859554	5677393	0
20210610T1400_CBASS_US_MoteOff_Past_2_39_420_RNASeq_2kenkel	20088123.0	294.0	11240638.0	55.96	264.4	64006.0	0.0	63363.0	565.0	78.0	0.0	0.44	0.05	1.72	0.07	1.13	377094.0	1.88	8921.0	0.04	6.1	36.02	0.01	1225136	7234326	2008
20210610T1400_CBASS_US_MoteOff_Past_2_39_750_RNASeq_2kenkel	23115899.0	259.0	8736178.0	37.79	213.04	65771.0	0.0	65138.0	571.0	62.0	0.0	0.6	0.1	2.75	0.08	1.13	1459359.0	6.31	10403.0	0.05	9.0	46.85	0.0	2080387	10829572	0
20210610T1400_CBASS_US_MoteOff_Past_2_T0_0_RNASeq_2kenkel	22034826.0	274.0	11326751.0	51.4	255.9	2696.0	0.0	2416.0	279.0	1.0	0.0	0.24	0.02	1.09	0.05	1.07	991553.0	4.5	420.0	0.0	4.63	39.46	0.0	1020312	8695790	0
20210610T1400_CBASS_US_MoteOff_Past_2_only_seq_RNASeq_2kenkel	19195913.0	295.0	10959460.0	57.09	271.84	10343.0	0.0	9887.0	424.0	32.0	0.0	0.35	0.04	1.25	0.05	1.17	287552.0	1.5	6709.0	0.03	3.51	37.86	0.0	673848	7268344	0
20210610T1400_CBASS_US_MoteOff_Past_3_30_1140_RNASeq_2kenkel	19514618.0	265.0	14740816.0	75.54	252.65	3257.0	0.0	3137.0	112.0	8.0	0.0	0.22	0.03	1.11	0.05	1.08	1160223.0	5.95	1613.0	0.01	3.0	15.51	0.0	585408	3026558	0
20210610T1400_CBASS_US_MoteOff_Past_3_30_360_RNASeq_2kenkel	20168863.0	240.0	9460666.0	46.91	212.51	2531.0	0.0	2528.0	3.0	0.0	0.0	0.24	0.03	1.16	0.05	1.1	1777184.0	8.81	1867.0	0.01	5.28	38.99	0.0	1064963	7864183	0
20210610T1400_CBASS_US_MoteOff_Past_3_30_420_RNASeq_2kenkel	15724130.0	298.0	8859868.0	56.35	272.79	5297.0	0.0	5076.0	198.0	23.0	0.0	0.37	0.05	1.24	0.05	1.17	191719.0	1.22	928.0	0.01	3.45	38.98	0.0	542472	6129143	0
20210610T1400_CBASS_US_MoteOff_Past_3_30_750_RNASeq_2kenkel	17913237.0	285.0	7987529.0	44.59	262.6	1260.0	0.0	1225.0	7.0	28.0	0.0	0.25	0.03	1.1	0.04	1.07	543007.0	3.03	545.0	0.0	2.24	50.14	0.0	401222	8980934	0
20210610T1400_CBASS_US_MoteOff_Past_3_34_1140_RNASeq_2kenkel	14849846.0	259.0	10635593.0	71.62	245.71	3032.0	0.0	2866.0	128.0	38.0	0.0	0.29	0.03	1.13	0.05	1.1	995624.0	6.7	1485.0	0.01	4.66	17.0	0.0	692146	2524998	0
20210610T1400_CBASS_US_MoteOff_Past_3_34_180_RNASeq_2kenkel	19643297.0	263.0	11785840.0	60.0	245.9	5301.0	0.0	5141.0	160.0	0.0	0.0	0.27	0.03	1.17	0.05	1.1	1190719.0	6.06	3547.0	0.02	4.31	29.61	0.0	846650	5816541	0
20210610T1400_CBASS_US_MoteOff_Past_3_34_360_RNASeq_2kenkel	14453092.0	288.0	10064408.0	69.63	270.05	3803.0	0.0	3703.0	91.0	9.0	0.0	0.26	0.03	1.16	0.05	1.1	397327.0	2.75	5443.0	0.04	2.97	24.61	0.0	429230	3556684	0
20210610T1400_CBASS_US_MoteOff_Past_3_34_420_RNASeq_2kenkel	19218249.0	297.0	9706451.0	50.51	276.15	1752.0	0.0	1652.0	100.0	0.0	0.0	0.26	0.03	1.12	0.05	1.09	178976.0	0.93	451.0	0.0	1.96	46.6	0.0	376677	8955694	0
20210610T1400_CBASS_US_MoteOff_Past_3_34_750_RNASeq_2kenkel	12785275.0	244.0	6255488.0	48.93	222.66	561.0	0.0	554.0	7.0	0.0	0.0	0.23	0.02	1.11	0.05	1.08	1084113.0	8.48	1637.0	0.01	5.58	37.0	0.0	713427	4730610	0
20210610T1400_CBASS_US_MoteOff_Past_3_37_1140_RNASeq_2kenkel	15410066.0	261.0	8479726.0	55.03	232.59	18043.0	0.0	17673.0	355.0	15.0	0.0	0.43	0.04	1.2	0.06	1.14	981268.0	6.37	4046.0	0.03	6.81	31.77	0.0	1049394	4895632	0
20210610T1400_CBASS_US_MoteOff_Past_3_37_180_RNASeq_2kenkel	15594077.0	297.0	9073496.0	58.19	270.76	30938.0	0.0	30604.0	293.0	41.0	0.0	0.39	0.04	1.22	0.06	1.15	192528.0	1.23	6918.0	0.04	5.6	34.93	0.0	873387	5447748	0
20210610T1400_CBASS_US_MoteOff_Past_3_37_360_RNASeq_2kenkel	14286864.0	297.0	9703234.0	67.92	274.29	5913.0	0.0	5869.0	44.0	0.0	0.0	0.26	0.03	1.13	0.05	1.08	223633.0	1.57	995.0	0.01	2.95	27.56	0.0	421470	3937532	0
20210610T1400_CBASS_US_MoteOff_Past_3_37_420_RNASeq_2kenkel	23375774.0	162.0	9467231.0	40.5	125.12	1320.0	0.0	1312.0	8.0	0.0	0.0	0.21	0.02	1.12	0.05	1.07	5574395.0	23.85	11066.0	0.05	15.4	20.21	0.0	3599423	4723659	0
20210610T1400_CBASS_US_MoteOff_Past_3_37_750_RNASeq_2kenkel	20460950.0	291.0	12675870.0	61.95	267.66	15738.0	0.0	15557.0	157.0	24.0	0.0	0.32	0.03	1.17	0.05	1.11	510633.0	2.5	2391.0	0.01	4.16	31.38	0.0	851203	6420853	0
20210610T1400_CBASS_US_MoteOff_Past_3_39_1140_RNASeq_2kenkel	18852359.0	266.0	6891032.0	36.55	215.54	35619.0	0.0	35196.0	380.0	43.0	0.0	0.52	0.04	1.25	0.06	1.14	1005804.0	5.34	3375.0	0.02	9.64	48.45	0.0	1817502	9134646	0
20210610T1400_CBASS_US_MoteOff_Past_3_39_180_RNASeq_2kenkel	15288382.0	292.0	8617614.0	56.37	269.49	26920.0	0.0	26425.0	463.0	32.0	0.0	0.39	0.04	1.27	0.06	1.14	264158.0	1.73	13988.0	0.09	6.15	35.65	0.01	940316	5450777	1529
20210610T1400_CBASS_US_MoteOff_Past_3_39_360_RNASeq_2kenkel	14507656.0	295.0	4938962.0	34.04	260.3	42558.0	0.0	42554.0	4.0	0.0	0.0	0.52	0.04	1.31	0.08	1.14	128407.0	0.89	858.0	0.01	8.78	56.28	0.0	1273873	8165556	0
20210610T1400_CBASS_US_MoteOff_Past_3_39_420_RNASeq_2kenkel	21959056.0	290.0	10064632.0	45.83	254.65	80630.0	0.0	80192.0	429.0	9.0	0.0	0.48	0.04	1.28	0.08	1.15	471999.0	2.15	2239.0	0.01	7.33	44.67	0.0	1609807	9810379	0
20210610T1400_CBASS_US_MoteOff_Past_3_39_750_RNASeq_2kenkel	32670188.0	72.0	16249197.0	49.74	31.99	1733.0	0.0	1635.0	98.0	0.0	0.0	0.19	0.0	1.32	0.01	1.17	10468967.0	32.04	8665.0	0.03	10.74	7.46	0.0	3507235	2436124	0
20210610T1400_CBASS_US_MoteOff_Past_3_T0_0_RNASeq_2kenkel	19206708.0	296.0	14330494.0	74.61	273.63	3006.0	0.0	2804.0	202.0	0.0	0.0	0.25	0.03	1.12	0.05	1.08	348961.0	1.82	1874.0	0.01	2.09	21.47	0.0	401445	4123934	0
20210610T1400_CBASS_US_MoteOff_Past_3_only_seq_RNASeq_2kenkel	19731263.0	297.0	11966835.0	60.65	274.45	8304.0	0.0	8189.0	115.0	0.0	0.0	0.28	0.04	1.15	0.05	1.12	310127.0	1.57	930.0	0.0	2.74	35.03	0.0	540700	6912671	0
20210610T1400_CBASS_US_MoteOff_Past_4_30_1140_RNASeq_2kenkel	26520922.0	281.0	19011237.0	71.68	263.02	5033.0	0.0	4816.0	196.0	21.0	0.0	0.26	0.03	1.15	0.06	1.1	829208.0	3.13	1273.0	0.0	2.93	22.25	0.0	777207	5901997	0
20210610T1400_CBASS_US_MoteOff_Past_4_30_180_RNASeq_2kenkel	17882227.0	297.0	13825592.0	77.31	275.87	4713.0	0.0	4554.0	121.0	38.0	0.0	0.24	0.03	1.14	0.05	1.09	157858.0	0.88	3238.0	0.02	2.1	19.68	0.0	375603	3519936	0
20210610T1400_CBASS_US_MoteOff_Past_4_30_360_RNASeq_2kenkel	17621445.0	258.0	9720145.0	55.16	239.08	1929.0	0.0	1890.0	38.0	1.0	0.0	0.24	0.03	1.14	0.05	1.08	1063460.0	6.04	1113.0	0.01	4.14	34.66	0.0	729486	6107241	0
20210610T1400_CBASS_US_MoteOff_Past_4_30_420_RNASeq_2kenkel	12058287.0	298.0	6341138.0	52.59	275.81	1413.0	0.0	1255.0	134.0	24.0	0.0	0.25	0.03	1.14	0.06	1.08	68922.0	0.57	212.0	0.0	1.58	45.26	0.0	190518	5457497	0
20210610T1400_CBASS_US_MoteOff_Past_4_30_750_RNASeq_2kenkel	14743883.0	295.0	10825756.0	73.43	272.76	2879.0	0.0	2706.0	156.0	17.0	0.0	0.27	0.03	1.16	0.06	1.1	167944.0	1.14	435.0	0.0	2.64	22.8	0.0	389125	3360623	0
20210610T1400_CBASS_US_MoteOff_Past_4_34_1140_RNASeq_2kenkel	15093678.0	253.0	11323533.0	75.02	243.99	1737.0	0.0	1648.0	77.0	12.0	0.0	0.27	0.03	1.11	0.05	1.08	1051739.0	6.97	1089.0	0.01	3.78	14.23	0.0	570320	2146997	0
20210610T1400_CBASS_US_MoteOff_Past_4_34_180_RNASeq_2kenkel	14825340.0	295.0	10932726.0	73.74	274.23	4476.0	0.0	4411.0	64.0	1.0	0.0	0.24	0.03	1.13	0.06	1.08	170387.0	1.15	1967.0	0.01	2.39	22.7	0.0	354381	3365879	0
