Sample	Uniquely mapped	Mapped to multiple loci	Mapped to too many loci	Unmapped: too many mismatches	Unmapped: too short	Unmapped: other
20210610T1400_CBASS_US_MoteOff_Past_4_39_420_RNASeq_2kenkel	7742720.0	2840904.0	8690.0	2219197.0	8163625.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_750_RNASeq_2kenkel	18141330.0	11103686.0	10724.0	4218361.0	4143101.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_4_T0_0_RNASeq_2kenkel	9784470.0	119928.0	1612.0	285698.0	3094835.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_4_only_seq_RNASeq_2kenkel	12998829.0	207632.0	661.0	546979.0	4975263.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_1140_RNASeq_2kenkel	19762164.0	779458.0	1039.0	595905.0	3799830.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_360_RNASeq_2kenkel	11599003.0	214106.0	2088.0	625693.0	7876015.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_420_RNASeq_2kenkel	9673637.0	123911.0	246.0	437489.0	4445358.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_750_RNASeq_2kenkel	9005117.0	129672.0	400.0	249165.0	1992182.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_1140_RNASeq_2kenkel	7185209.0	276955.0	669.0	843622.0	11877315.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_180_RNASeq_2kenkel	11072141.0	170385.0	1604.0	533076.0	4178422.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_360_RNASeq_2kenkel	12873915.0	158582.0	1226.0	502812.0	4040073.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_420_RNASeq_2kenkel	8430960.0	94371.0	439.0	340337.0	6466408.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_750_RNASeq_2kenkel	11706450.0	182830.0	476.0	428486.0	3548498.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_1140_RNASeq_2kenkel	7795834.0	501547.0	2391.0	819511.0	5057431.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_360_RNASeq_2kenkel	12661900.0	163524.0	2891.0	968063.0	5914847.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_420_RNASeq_2kenkel	10585605.0	391198.0	4271.0	760682.0	6281939.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_750_RNASeq_2kenkel	11856591.0	210563.0	6663.0	686088.0	4880223.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_1140_RNASeq_2kenkel	380612.0	84050.0	381.0	386514.0	16796584.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_180_RNASeq_2kenkel	10599047.0	958871.0	6660.0	1183237.0	6365395.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_360_RNASeq_2kenkel	7894154.0	1000756.0	5834.0	1800564.0	9149724.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_420_RNASeq_2kenkel	8647808.0	221882.0	6338.0	1337027.0	7424203.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_750_RNASeq_2kenkel	13176014.0	1274395.0	15725.0	2151153.0	10753030.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_T0_0_RNASeq_2kenkel	36232081.0	349784.0	1043.0	1007636.0	8638863.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_5_only_seq_RNASeq_2kenkel	15710892.0	201786.0	514.0	402394.0	3898569.0	0.0
