Sample	Reads passing filters
20210610T1400_CBASS_US_MoteOff_Past_3_30_420_RNASeq_R2	15726560.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_750_RNASeq_R1	17921653.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_750_RNASeq_R2	17921653.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_1140_RNASeq_R1	14853359.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_1140_RNASeq_R2	14853359.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_180_RNASeq_R1	19652290.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_180_RNASeq_R2	19652290.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_360_RNASeq_R1	14457047.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_360_RNASeq_R2	14457047.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_420_RNASeq_R1	19222841.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_420_RNASeq_R2	19222841.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_750_RNASeq_R1	12798437.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_750_RNASeq_R2	12798437.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_1140_RNASeq_R1	15414277.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_1140_RNASeq_R2	15414277.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_180_RNASeq_R1	15596017.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_180_RNASeq_R2	15596017.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_360_RNASeq_R1	14291607.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_360_RNASeq_R2	14291607.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_420_RNASeq_R1	23387116.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_420_RNASeq_R2	23387116.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_750_RNASeq_R1	20466469.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_750_RNASeq_R2	20466469.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_1140_RNASeq_R1	18857237.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_1140_RNASeq_R2	18857237.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_180_RNASeq_R1	15291333.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_180_RNASeq_R2	15291333.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_360_RNASeq_R1	14519706.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_360_RNASeq_R2	14519706.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_420_RNASeq_R1	21966433.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_420_RNASeq_R2	21966433.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_750_RNASeq_R1	32696507.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_750_RNASeq_R2	32696507.0
20210610T1400_CBASS_US_MoteOff_Past_3_T0_0_RNASeq_R1	19211691.0
20210610T1400_CBASS_US_MoteOff_Past_3_T0_0_RNASeq_R2	19211691.0
20210610T1400_CBASS_US_MoteOff_Past_3_only_seq_RNASeq_R1	19736817.0
20210610T1400_CBASS_US_MoteOff_Past_3_only_seq_RNASeq_R2	19736817.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_1140_RNASeq_R1	26525910.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_1140_RNASeq_R2	26525910.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_180_RNASeq_R1	17885491.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_180_RNASeq_R2	17885491.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_360_RNASeq_R1	17629286.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_360_RNASeq_R2	17629286.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_420_RNASeq_R1	12061441.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_420_RNASeq_R2	12061441.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_750_RNASeq_R1	14746341.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_750_RNASeq_R2	14746341.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_1140_RNASeq_R1	15097962.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_1140_RNASeq_R2	15097962.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_180_RNASeq_R1	14829232.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_180_RNASeq_R2	14829232.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_360_RNASeq_R1	15361005.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_360_RNASeq_R2	15361005.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_420_RNASeq_R1	18693360.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_420_RNASeq_R2	18693360.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_750_RNASeq_R1	16660157.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_750_RNASeq_R2	16660157.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_1140_RNASeq_R1	18143980.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_1140_RNASeq_R2	18143980.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_180_RNASeq_R1	19435608.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_180_RNASeq_R2	19435608.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_360_RNASeq_R1	19346245.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_360_RNASeq_R2	19346245.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_420_RNASeq_R1	17667643.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_420_RNASeq_R2	17667643.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_750_RNASeq_R1	18467871.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_750_RNASeq_R2	18467871.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_1140_RNASeq_R1	18042361.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_1140_RNASeq_R2	18042361.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_180_RNASeq_R1	16611015.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_180_RNASeq_R2	16611015.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_360_RNASeq_R1	17060035.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_360_RNASeq_R2	17060035.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_420_RNASeq_R1	20988937.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_420_RNASeq_R2	20988937.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_750_RNASeq_R1	37643876.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_750_RNASeq_R2	37643876.0
20210610T1400_CBASS_US_MoteOff_Past_4_T0_0_RNASeq_R1	13289398.0
20210610T1400_CBASS_US_MoteOff_Past_4_T0_0_RNASeq_R2	13289398.0
20210610T1400_CBASS_US_MoteOff_Past_4_only_seq_RNASeq_R1	18734460.0
20210610T1400_CBASS_US_MoteOff_Past_4_only_seq_RNASeq_R2	18734460.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_1140_RNASeq_R1	24943329.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_1140_RNASeq_R2	24943329.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_180_RNASeq_R1	16230959.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_180_RNASeq_R2	16230959.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_360_RNASeq_R1	20321355.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_360_RNASeq_R2	20321355.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_420_RNASeq_R1	14683198.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_420_RNASeq_R2	14683198.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_750_RNASeq_R1	11378358.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_750_RNASeq_R2	11378358.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_1140_RNASeq_R1	20186789.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_1140_RNASeq_R2	20186789.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_180_RNASeq_R1	15958598.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_180_RNASeq_R2	15958598.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_360_RNASeq_R1	17580101.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_360_RNASeq_R2	17580101.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_420_RNASeq_R1	15338317.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_420_RNASeq_R2	15338317.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_750_RNASeq_R1	15869895.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_750_RNASeq_R2	15869895.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_1140_RNASeq_R1	14179255.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_1140_RNASeq_R2	14179255.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_360_RNASeq_R1	19715161.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_360_RNASeq_R2	19715161.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_420_RNASeq_R1	18027889.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_420_RNASeq_R2	18027889.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_750_RNASeq_R1	17643199.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_750_RNASeq_R2	17643199.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_1140_RNASeq_R1	17655995.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_1140_RNASeq_R2	17655995.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_180_RNASeq_R1	19122312.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_180_RNASeq_R2	19122312.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_360_RNASeq_R1	19865199.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_360_RNASeq_R2	19865199.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_420_RNASeq_R1	17640855.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_420_RNASeq_R2	17640855.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_750_RNASeq_R1	27379107.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_750_RNASeq_R2	27379107.0
20210610T1400_CBASS_US_MoteOff_Past_5_T0_0_RNASeq_R1	46278908.0
20210610T1400_CBASS_US_MoteOff_Past_5_T0_0_RNASeq_R2	46278908.0
20210610T1400_CBASS_US_MoteOff_Past_5_only_seq_RNASeq_R1	20219051.0
20210610T1400_CBASS_US_MoteOff_Past_5_only_seq_RNASeq_R2	20219051.0
