Sample	Unique Reads	Duplicate Reads
20210610T1400_CBASS_US_MoteOff_Past_1_39_750_RNASeq_R1_val_1	527818.0	28103645.0
20210610T1400_CBASS_US_MoteOff_Past_1_39_750_RNASeq_R2_val_2	785712.0	27845751.0
20210610T1400_CBASS_US_MoteOff_Past_1_T0_0_RNASeq_R1_val_1	625608.0	16142475.0
20210610T1400_CBASS_US_MoteOff_Past_1_T0_0_RNASeq_R2_val_2	868957.0	15899126.0
20210610T1400_CBASS_US_MoteOff_Past_1_only_seq_RNASeq_R1_val_1	871305.0	18632831.0
20210610T1400_CBASS_US_MoteOff_Past_1_only_seq_RNASeq_R2_val_2	1290616.0	18213520.0
20210610T1400_CBASS_US_MoteOff_Past_2_30_1140_RNASeq_R1_val_1	3275540.0	17785916.0
20210610T1400_CBASS_US_MoteOff_Past_2_30_1140_RNASeq_R2_val_2	3533127.0	17528329.0
20210610T1400_CBASS_US_MoteOff_Past_2_30_180_RNASeq_R1_val_1	2719827.0	15999777.0
20210610T1400_CBASS_US_MoteOff_Past_2_30_180_RNASeq_R2_val_2	2940675.0	15778929.0
20210610T1400_CBASS_US_MoteOff_Past_2_30_360_RNASeq_R1_val_1	642265.0	17708843.0
20210610T1400_CBASS_US_MoteOff_Past_2_30_360_RNASeq_R2_val_2	827890.0	17523218.0
20210610T1400_CBASS_US_MoteOff_Past_2_30_420_RNASeq_R1_val_1	495843.0	16735635.0
20210610T1400_CBASS_US_MoteOff_Past_2_30_420_RNASeq_R2_val_2	745489.0	16485989.0
20210610T1400_CBASS_US_MoteOff_Past_2_30_750_RNASeq_R1_val_1	1470722.0	19187239.0
20210610T1400_CBASS_US_MoteOff_Past_2_30_750_RNASeq_R2_val_2	1810778.0	18847183.0
20210610T1400_CBASS_US_MoteOff_Past_2_34_1140_RNASeq_R1_val_1	1306097.0	14094970.0
20210610T1400_CBASS_US_MoteOff_Past_2_34_1140_RNASeq_R2_val_2	1461910.0	13939157.0
20210610T1400_CBASS_US_MoteOff_Past_2_34_180_RNASeq_R1_val_1	2146467.0	14823093.0
20210610T1400_CBASS_US_MoteOff_Past_2_34_180_RNASeq_R2_val_2	2308479.0	14661081.0
20210610T1400_CBASS_US_MoteOff_Past_2_34_360_RNASeq_R1_val_1	465340.0	20516108.0
20210610T1400_CBASS_US_MoteOff_Past_2_34_360_RNASeq_R2_val_2	647219.0	20334229.0
20210610T1400_CBASS_US_MoteOff_Past_2_34_420_RNASeq_R1_val_1	743262.0	17859899.0
20210610T1400_CBASS_US_MoteOff_Past_2_34_420_RNASeq_R2_val_2	1007052.0	17596109.0
20210610T1400_CBASS_US_MoteOff_Past_2_34_750_RNASeq_R1_val_1	1779470.0	13889233.0
20210610T1400_CBASS_US_MoteOff_Past_2_34_750_RNASeq_R2_val_2	1961497.0	13707206.0
20210610T1400_CBASS_US_MoteOff_Past_2_37_1140_RNASeq_R1_val_1	1787147.0	12166194.0
20210610T1400_CBASS_US_MoteOff_Past_2_37_1140_RNASeq_R2_val_2	1914694.0	12038647.0
20210610T1400_CBASS_US_MoteOff_Past_2_37_180_RNASeq_R1_val_1	454474.0	17247157.0
20210610T1400_CBASS_US_MoteOff_Past_2_37_180_RNASeq_R2_val_2	706945.0	16994686.0
20210610T1400_CBASS_US_MoteOff_Past_2_37_360_RNASeq_R1_val_1	451601.0	12373308.0
20210610T1400_CBASS_US_MoteOff_Past_2_37_360_RNASeq_R2_val_2	581815.0	12243094.0
20210610T1400_CBASS_US_MoteOff_Past_2_37_420_RNASeq_R1_val_1	721730.0	14615274.0
20210610T1400_CBASS_US_MoteOff_Past_2_37_420_RNASeq_R2_val_2	899366.0	14437638.0
20210610T1400_CBASS_US_MoteOff_Past_2_37_750_RNASeq_R1_val_1	702270.0	24234649.0
20210610T1400_CBASS_US_MoteOff_Past_2_37_750_RNASeq_R2_val_2	987769.0	23949150.0
20210610T1400_CBASS_US_MoteOff_Past_2_39_1140_RNASeq_R1_val_1	1860711.0	14431751.0
20210610T1400_CBASS_US_MoteOff_Past_2_39_1140_RNASeq_R2_val_2	2039143.0	14253319.0
20210610T1400_CBASS_US_MoteOff_Past_2_39_180_RNASeq_R1_val_1	683274.0	19289105.0
20210610T1400_CBASS_US_MoteOff_Past_2_39_180_RNASeq_R2_val_2	1020623.0	18951756.0
20210610T1400_CBASS_US_MoteOff_Past_2_39_360_RNASeq_R1_val_1	475774.0	13970793.0
20210610T1400_CBASS_US_MoteOff_Past_2_39_360_RNASeq_R2_val_2	739750.0	13706817.0
20210610T1400_CBASS_US_MoteOff_Past_2_39_420_RNASeq_R1_val_1	1726942.0	18361181.0
20210610T1400_CBASS_US_MoteOff_Past_2_39_420_RNASeq_R2_val_2	1999698.0	18088425.0
20210610T1400_CBASS_US_MoteOff_Past_2_39_750_RNASeq_R1_val_1	1827127.0	21288772.0
20210610T1400_CBASS_US_MoteOff_Past_2_39_750_RNASeq_R2_val_2	2105539.0	21010360.0
20210610T1400_CBASS_US_MoteOff_Past_2_T0_0_RNASeq_R1_val_1	423292.0	21611534.0
20210610T1400_CBASS_US_MoteOff_Past_2_T0_0_RNASeq_R2_val_2	744608.0	21290218.0
20210610T1400_CBASS_US_MoteOff_Past_2_only_seq_RNASeq_R1_val_1	1482248.0	17713665.0
20210610T1400_CBASS_US_MoteOff_Past_2_only_seq_RNASeq_R2_val_2	1704209.0	17491704.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_1140_RNASeq_R1_val_1	571967.0	18942651.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_1140_RNASeq_R2_val_2	774293.0	18740325.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_180_RNASeq_R1_val_1	1678920.0	16266979.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_180_RNASeq_R2_val_2	1875570.0	16070329.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_360_RNASeq_R1_val_1	455022.0	19713841.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_360_RNASeq_R2_val_2	621264.0	19547599.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_420_RNASeq_R1_val_1	3638221.0	12085909.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_420_RNASeq_R2_val_2	3974852.0	11749278.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_750_RNASeq_R1_val_1	712617.0	17200620.0
20210610T1400_CBASS_US_MoteOff_Past_3_30_750_RNASeq_R2_val_2	1045154.0	16868083.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_1140_RNASeq_R1_val_1	868869.0	13980977.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_1140_RNASeq_R2_val_2	998379.0	13851467.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_180_RNASeq_R1_val_1	428806.0	19214491.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_180_RNASeq_R2_val_2	621132.0	19022165.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_360_RNASeq_R1_val_1	820740.0	13632352.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_360_RNASeq_R2_val_2	968278.0	13484814.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_420_RNASeq_R1_val_1	851077.0	18367172.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_420_RNASeq_R2_val_2	1228611.0	17989638.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_750_RNASeq_R1_val_1	280618.0	12504657.0
20210610T1400_CBASS_US_MoteOff_Past_3_34_750_RNASeq_R2_val_2	468612.0	12316663.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_1140_RNASeq_R1_val_1	1739221.0	13670845.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_1140_RNASeq_R2_val_2	1928963.0	13481103.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_180_RNASeq_R1_val_1	2928067.0	12666010.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_180_RNASeq_R2_val_2	3060961.0	12533116.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_360_RNASeq_R1_val_1	483235.0	13803629.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_360_RNASeq_R2_val_2	648892.0	13637972.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_420_RNASeq_R1_val_1	2457687.0	20918087.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_420_RNASeq_R2_val_2	2480559.0	20895215.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_750_RNASeq_R1_val_1	1030597.0	19430353.0
20210610T1400_CBASS_US_MoteOff_Past_3_37_750_RNASeq_R2_val_2	1312551.0	19148399.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_1140_RNASeq_R1_val_1	2022666.0	16829693.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_1140_RNASeq_R2_val_2	2262160.0	16590199.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_180_RNASeq_R1_val_1	1400285.0	13888097.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_180_RNASeq_R2_val_2	1485957.0	13802425.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_360_RNASeq_R1_val_1	564053.0	13943603.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_360_RNASeq_R2_val_2	675478.0	13832178.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_420_RNASeq_R1_val_1	1404158.0	20554898.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_420_RNASeq_R2_val_2	1675520.0	20283536.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_750_RNASeq_R1_val_1	152402.0	32517786.0
20210610T1400_CBASS_US_MoteOff_Past_3_39_750_RNASeq_R2_val_2	200068.0	32470120.0
20210610T1400_CBASS_US_MoteOff_Past_3_T0_0_RNASeq_R1_val_1	672105.0	18534603.0
20210610T1400_CBASS_US_MoteOff_Past_3_T0_0_RNASeq_R2_val_2	979446.0	18227262.0
20210610T1400_CBASS_US_MoteOff_Past_3_only_seq_RNASeq_R1_val_1	1580674.0	18150589.0
20210610T1400_CBASS_US_MoteOff_Past_3_only_seq_RNASeq_R2_val_2	1744360.0	17986903.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_1140_RNASeq_R1_val_1	1837936.0	24682986.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_1140_RNASeq_R2_val_2	2128846.0	24392076.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_180_RNASeq_R1_val_1	1538124.0	16344103.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_180_RNASeq_R2_val_2	1726200.0	16156027.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_360_RNASeq_R1_val_1	481217.0	17140228.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_360_RNASeq_R2_val_2	671725.0	16949720.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_420_RNASeq_R1_val_1	732043.0	11326244.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_420_RNASeq_R2_val_2	930448.0	11127839.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_750_RNASeq_R1_val_1	1561474.0	13182409.0
20210610T1400_CBASS_US_MoteOff_Past_4_30_750_RNASeq_R2_val_2	1733059.0	13010824.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_1140_RNASeq_R1_val_1	549778.0	14543900.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_1140_RNASeq_R2_val_2	664412.0	14429266.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_180_RNASeq_R1_val_1	582590.0	14242750.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_180_RNASeq_R2_val_2	792773.0	14032567.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_360_RNASeq_R1_val_1	359800.0	14990248.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_360_RNASeq_R2_val_2	625948.0	14724100.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_420_RNASeq_R1_val_1	696546.0	17987125.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_420_RNASeq_R2_val_2	1078783.0	17604888.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_750_RNASeq_R1_val_1	1024028.0	15633275.0
20210610T1400_CBASS_US_MoteOff_Past_4_34_750_RNASeq_R2_val_2	1246275.0	15411028.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_1140_RNASeq_R1_val_1	1859486.0	16279659.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_1140_RNASeq_R2_val_2	2066634.0	16072511.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_180_RNASeq_R1_val_1	531820.0	18895333.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_180_RNASeq_R2_val_2	749024.0	18678129.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_360_RNASeq_R1_val_1	2207620.0	17134915.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_360_RNASeq_R2_val_2	2467403.0	16875132.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_420_RNASeq_R1_val_1	1400457.0	16263904.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_420_RNASeq_R2_val_2	1684353.0	15980008.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_750_RNASeq_R1_val_1	431942.0	18027083.0
20210610T1400_CBASS_US_MoteOff_Past_4_37_750_RNASeq_R2_val_2	643708.0	17815317.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_1140_RNASeq_R1_val_1	1597119.0	16438294.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_1140_RNASeq_R2_val_2	1735103.0	16300310.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_180_RNASeq_R1_val_1	470640.0	16132484.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_180_RNASeq_R2_val_2	600705.0	16002419.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_360_RNASeq_R1_val_1	1213583.0	15841979.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_360_RNASeq_R2_val_2	1414954.0	15640608.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_420_RNASeq_R1_val_1	617048.0	20358088.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_420_RNASeq_R2_val_2	796044.0	20179092.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_750_RNASeq_R1_val_1	221247.0	37395955.0
20210610T1400_CBASS_US_MoteOff_Past_4_39_750_RNASeq_R2_val_2	336217.0	37280985.0
20210610T1400_CBASS_US_MoteOff_Past_4_T0_0_RNASeq_R1_val_1	1049402.0	12237141.0
20210610T1400_CBASS_US_MoteOff_Past_4_T0_0_RNASeq_R2_val_2	1218334.0	12068209.0
20210610T1400_CBASS_US_MoteOff_Past_4_only_seq_RNASeq_R1_val_1	658376.0	18070988.0
20210610T1400_CBASS_US_MoteOff_Past_4_only_seq_RNASeq_R2_val_2	935154.0	17794210.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_1140_RNASeq_R1_val_1	1031528.0	23906868.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_1140_RNASeq_R2_val_2	1355346.0	23583050.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_180_RNASeq_R1_val_1	3266901.0	12962011.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_180_RNASeq_R2_val_2	3426038.0	12802874.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_360_RNASeq_R1_val_1	1976528.0	18340377.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_360_RNASeq_R2_val_2	2144960.0	18171945.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_420_RNASeq_R1_val_1	2368195.0	12312446.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_420_RNASeq_R2_val_2	2559973.0	12120668.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_750_RNASeq_R1_val_1	708251.0	10668285.0
20210610T1400_CBASS_US_MoteOff_Past_5_30_750_RNASeq_R2_val_2	874269.0	10502267.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_1140_RNASeq_R1_val_1	3572041.0	16611729.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_1140_RNASeq_R2_val_2	3915597.0	16268173.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_180_RNASeq_R1_val_1	2473265.0	13482363.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_180_RNASeq_R2_val_2	2696688.0	13258940.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_360_RNASeq_R1_val_1	2457865.0	15118743.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_360_RNASeq_R2_val_2	2654510.0	14922098.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_420_RNASeq_R1_val_1	619706.0	14712809.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_420_RNASeq_R2_val_2	875052.0	14457463.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_750_RNASeq_R1_val_1	1731673.0	14135067.0
20210610T1400_CBASS_US_MoteOff_Past_5_34_750_RNASeq_R2_val_2	1882703.0	13984037.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_1140_RNASeq_R1_val_1	2734987.0	11441727.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_1140_RNASeq_R2_val_2	3024486.0	11152228.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_360_RNASeq_R1_val_1	1050078.0	18661147.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_360_RNASeq_R2_val_2	1282464.0	18428761.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_420_RNASeq_R1_val_1	1138870.0	16884825.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_420_RNASeq_R2_val_2	1443355.0	16580340.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_750_RNASeq_R1_val_1	2066230.0	15573898.0
20210610T1400_CBASS_US_MoteOff_Past_5_37_750_RNASeq_R2_val_2	2275736.0	15364392.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_1140_RNASeq_R1_val_1	1538392.0	16109749.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_1140_RNASeq_R2_val_2	1803741.0	15844400.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_180_RNASeq_R1_val_1	929937.0	18183273.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_180_RNASeq_R2_val_2	979068.0	18134142.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_360_RNASeq_R1_val_1	597551.0	19253481.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_360_RNASeq_R2_val_2	772453.0	19078579.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_420_RNASeq_R1_val_1	2837997.0	14799261.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_420_RNASeq_R2_val_2	3039345.0	14597913.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_750_RNASeq_R1_val_1	2015692.0	25354625.0
20210610T1400_CBASS_US_MoteOff_Past_5_39_750_RNASeq_R2_val_2	2256218.0	25114099.0
20210610T1400_CBASS_US_MoteOff_Past_5_T0_0_RNASeq_R1_val_1	6647557.0	39581850.0
20210610T1400_CBASS_US_MoteOff_Past_5_T0_0_RNASeq_R2_val_2	6816793.0	39412614.0
20210610T1400_CBASS_US_MoteOff_Past_5_only_seq_RNASeq_R1_val_1	820717.0	19393438.0
20210610T1400_CBASS_US_MoteOff_Past_5_only_seq_RNASeq_R2_val_2	1093640.0	19120515.0
